time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-11-19,6.4,5.0,7.0,0.0,,282.0,10.8,,1019.8,
2021-11-20,5.5,-1.0,10.0,0.0,,345.0,5.7,,1017.6,
2021-11-21,2.4,-5.0,11.0,0.0,,64.0,6.1,,1019.6,
2021-11-22,5.1,-2.0,13.0,0.0,,100.0,10.1,,1020.6,
2021-11-23,6.6,0.0,13.0,3.7,,81.0,7.2,,1020.1,
2021-11-24,7.5,5.8,9.0,15.6,,346.0,2.7,,1019.6,
2021-11-25,6.2,4.5,8.0,1.7,,35.0,6.4,,1019.8,
2021-11-26,8.6,4.0,13.1,0.5,,97.0,12.4,,1017.2,
2021-11-27,13.2,10.0,16.0,5.5,,146.0,9.5,,1013.4,
2021-11-28,12.5,8.0,18.0,0.8,,131.0,12.2,,1011.7,
2021-11-29,14.3,7.5,21.0,6.7,,141.0,20.4,,1010.0,
2021-11-30,8.4,4.0,14.0,24.2,,251.0,15.0,,1006.7,
2021-12-01,3.6,1.9,6.2,3.4,,268.0,12.2,,1014.0,
2021-12-02,2.3,-3.0,9.0,0.0,,78.0,10.9,,1018.4,
2021-12-03,6.3,2.9,11.0,0.0,,86.0,12.8,,1018.3,
2021-12-04,6.8,4.9,9.0,3.1,,82.0,12.5,,1014.9,
2021-12-05,9.0,5.5,13.0,1.2,,97.0,8.0,,1012.9,
2021-12-06,11.2,7.0,17.0,0.0,,122.0,12.4,,1015.1,
2021-12-07,8.4,6.6,11.0,11.4,,106.0,12.9,,1007.4,
2021-12-08,5.8,1.3,9.0,2.9,,68.0,4.6,,1006.8,
2021-12-09,5.6,0.0,12.0,0.1,,97.0,6.7,,1018.2,
2021-12-10,5.2,1.8,13.0,0.0,,88.0,15.6,,1019.7,
2021-12-11,8.9,5.0,14.0,2.2,,104.0,12.6,,1018.2,
2021-12-12,11.1,7.0,17.0,0.0,,103.0,15.7,,1017.2,
2021-12-13,7.0,5.8,9.0,4.2,,86.0,8.9,,1016.5,
2021-12-14,6.7,5.0,8.4,1.8,,55.0,5.4,,1013.8,
2021-12-15,3.8,1.8,7.0,14.4,,276.0,17.4,,1014.9,
2021-12-16,1.2,0.0,2.3,3.3,,267.0,13.3,,1019.2,
2021-12-17,1.1,-0.1,2.1,0.1,,270.0,13.1,,1017.4,
2021-12-18,0.7,0.0,2.0,5.9,,305.0,4.7,,1014.0,
2021-12-19,1.0,0.0,3.0,6.1,,350.0,6.7,,1010.8,
2021-12-20,0.7,-1.0,3.0,0.3,,264.0,7.2,,1010.2,
2021-12-21,-0.9,-5.0,0.8,2.0,,279.0,12.1,,1018.0,
2021-12-22,-4.2,-8.6,-1.0,0.0,,347.0,2.5,,1024.8,
2021-12-23,-5.5,-9.0,-1.0,0.0,,347.0,3.3,,1024.5,
2021-12-24,-6.5,-10.1,-2.0,0.0,,107.0,7.1,,1022.9,
2021-12-25,-3.3,-8.1,2.0,0.0,,96.0,12.5,,1022.7,
2021-12-26,3.1,0.0,10.0,0.0,,88.0,13.2,,1021.2,
2021-12-27,4.9,1.1,12.0,0.0,,95.0,10.2,,1021.1,
2021-12-28,4.6,0.8,11.0,0.0,,86.0,11.9,,1016.9,
2021-12-29,4.2,0.0,9.2,0.3,,84.0,14.1,,1013.5,
2021-12-30,6.1,3.5,10.4,0.2,,82.0,16.1,,1012.6,
2021-12-31,3.8,-2.0,11.0,0.0,,72.0,3.8,,1019.6,
2022-01-01,2.8,-0.4,6.0,0.3,,319.0,2.5,,1019.2,
2022-01-02,5.6,2.0,8.0,0.8,,288.0,13.0,,1022.1,
2022-01-03,0.4,-2.5,5.0,0.0,,36.0,3.5,,1021.0,
2022-01-04,2.5,-4.0,12.0,0.0,,357.0,1.9,,1018.2,
2022-01-05,4.0,-2.0,12.0,0.0,,97.0,9.7,,1017.4,
2022-01-06,6.6,-1.0,16.0,0.1,,111.0,7.4,,1017.5,
2022-01-07,5.7,1.0,11.1,0.0,,63.0,4.3,,1018.6,
2022-01-08,5.1,1.0,8.0,5.0,,90.0,6.1,,1016.2,
2022-01-09,6.6,2.9,11.5,1.1,,100.0,10.7,,1008.2,
2022-01-10,6.0,4.0,8.0,2.3,,83.0,14.9,,1003.7,
2022-01-11,6.1,3.0,10.2,1.2,,82.0,14.5,,1009.0,
2022-01-12,3.0,-1.0,6.0,6.1,,311.0,15.4,,1013.6,
2022-01-13,-1.9,-5.0,0.0,0.0,,334.0,18.3,,1023.5,
2022-01-14,-4.9,-11.0,1.0,0.0,,50.0,3.4,,1022.3,
2022-01-15,-2.5,-8.4,2.0,1.1,,298.0,10.9,,1017.3,
2022-01-16,-2.3,-5.0,0.3,0.1,,285.0,9.8,,1023.3,
2022-01-17,-4.3,-11.0,3.0,0.0,,46.0,5.5,,1022.5,
2022-01-18,-2.5,-5.0,0.0,4.5,,289.0,11.1,,1018.5,
2022-01-19,-5.0,-7.0,-3.0,1.6,,287.0,16.7,,1025.0,
2022-01-20,-6.6,-13.4,-1.0,0.0,,33.0,5.4,,1026.7,
2022-01-21,-2.8,-7.5,1.4,3.1,,90.0,13.3,,1020.3,
2022-01-22,-2.1,-4.2,1.2,11.5,,269.0,11.7,,1011.9,
2022-01-23,-5.0,-6.1,-4.0,1.9,,288.0,21.3,,1013.2,
2022-01-24,-7.0,-12.0,-2.0,0.0,,277.0,10.5,,1021.2,
2022-01-25,-8.2,-14.0,-3.0,0.5,,348.0,2.5,,1022.6,
2022-01-26,-4.5,-7.6,-2.0,0.3,,322.0,10.6,,1018.6,
2022-01-27,-4.4,-9.0,-0.4,0.5,,279.0,7.5,,1022.3,
2022-01-28,-7.5,-13.0,-2.0,0.0,,58.0,5.3,,1023.0,
2022-01-29,-5.4,-7.0,-2.0,0.0,,107.0,10.3,,1023.6,
2022-01-30,-5.1,-10.0,-1.0,0.4,,110.0,7.6,,1018.8,
2022-01-31,-1.8,-5.0,3.0,0.2,,356.0,4.5,,1013.5,
2022-02-01,-3.5,-7.0,0.0,0.0,,84.0,15.1,,1013.3,
2022-02-02,3.8,0.4,7.0,14.9,,100.0,15.0,,1010.4,
2022-02-03,3.3,1.0,7.0,8.5,,68.0,11.8,,1008.0,
2022-02-04,-0.4,-6.0,2.0,0.9,,310.0,14.4,,1016.9,
2022-02-05,-3.2,-9.0,3.0,0.0,,92.0,8.2,,1021.2,
2022-02-06,-0.6,-7.3,7.0,0.0,,4.0,3.4,,1023.4,
2022-02-07,1.7,-4.1,9.0,0.2,,86.0,9.8,,1017.4,
2022-02-08,6.2,0.0,10.0,23.1,,173.0,15.2,,1006.2,
2022-02-09,0.3,-1.0,2.0,4.2,,301.0,21.1,,1015.4,
2022-02-10,0.8,-3.0,4.0,0.6,,308.0,13.5,,1024.9,
2022-02-11,-0.3,-7.1,8.0,0.0,,52.0,6.8,,1027.8,
2022-02-12,1.1,-4.0,10.0,0.0,,69.0,6.6,,1028.1,
2022-02-13,1.2,-4.0,8.0,0.0,,30.0,5.0,,1025.3,
2022-02-14,1.9,1.0,3.0,0.1,,295.0,6.6,,1022.0,
2022-02-15,2.5,-1.0,7.0,0.0,,67.0,3.5,,1023.1,
2022-02-16,1.2,-6.0,9.0,0.0,,97.0,8.5,,1023.6,
2022-02-17,2.1,-4.0,9.0,0.0,,96.0,12.0,,1016.9,
2022-02-18,1.3,-2.0,4.0,5.3,,96.0,11.3,,1013.4,
2022-02-19,3.1,-2.0,8.0,0.0,,226.0,7.1,,1021.0,
2022-02-20,3.3,-2.6,10.0,0.0,,92.0,10.9,,1021.9,
2022-02-21,7.8,1.0,16.0,0.0,,74.0,4.7,,1015.5,
2022-02-22,6.3,0.0,11.8,1.1,,79.0,8.4,,1010.4,
2022-02-23,7.8,3.0,14.0,0.5,,123.0,10.6,,1013.9,
2022-02-24,4.3,1.0,7.0,10.1,,296.0,8.7,,1012.2,
2022-02-25,2.7,1.1,5.0,9.5,,281.0,16.4,,1012.4,
2022-02-26,3.8,0.0,8.0,0.1,,307.0,5.9,,1019.0,
2022-02-27,6.9,2.4,13.0,0.0,,80.0,8.2,,1018.9,
2022-02-28,5.8,2.0,9.0,4.4,,246.0,10.3,,1015.0,
2022-03-01,1.9,0.6,4.0,0.9,,287.0,8.4,,1018.9,
2022-03-02,1.2,-1.0,4.0,3.4,,307.0,5.3,,1013.7,
2022-03-03,-0.9,-2.0,0.6,6.8,,294.0,20.6,,1009.1,
2022-03-04,-1.1,-6.0,4.0,0.0,,45.0,4.0,,1016.6,
2022-03-05,0.7,-4.0,5.5,0.4,,69.0,8.0,,1016.5,
2022-03-06,4.7,2.0,9.1,1.5,,86.0,11.2,,1013.5,
2022-03-07,3.5,0.9,7.0,7.1,,95.0,10.0,,1010.6,
2022-03-08,2.3,-1.0,6.9,5.0,,315.0,10.2,,1010.5,
2022-03-09,0.1,-2.0,3.0,0.0,,317.0,12.5,,1010.5,
2022-03-10,-1.5,-3.0,1.0,0.7,,320.0,10.9,,1010.9,
2022-03-11,-4.0,-7.0,-1.0,1.0,,293.0,19.3,,1016.3,
2022-03-12,-6.6,-11.0,-3.9,0.3,,306.0,10.5,,1022.6,
2022-03-13,-4.4,-10.0,1.0,0.0,,296.0,10.2,,1024.5,
2022-03-14,-3.3,-10.0,3.1,0.0,,327.0,8.6,,1029.8,
2022-03-15,-1.5,-5.0,2.0,0.2,,302.0,9.9,,1032.0,
2022-03-16,-2.4,-8.5,3.0,0.0,,59.0,4.1,,1027.2,
2022-03-17,0.7,-1.9,4.2,1.7,,324.0,6.8,,1024.0,
2022-03-18,-3.4,-6.4,0.2,0.8,,329.0,17.9,,1032.4,
2022-03-19,-4.2,-7.3,0.5,0.9,,322.0,17.6,,1033.4,
2022-03-20,-2.5,-5.4,1.1,0.2,,327.0,14.8,,1032.3,
2022-03-21,-2.0,-10.0,3.5,0.0,,333.0,10.0,,1027.9,
2022-03-22,-0.8,-5.0,5.0,0.5,,7.0,6.2,,1020.8,
2022-03-23,1.1,-4.7,5.1,0.5,,335.0,7.4,,1019.1,
2022-03-24,1.0,-2.0,3.0,1.5,,294.0,12.5,,1017.8,
2022-03-25,3.4,-6.8,12.4,0.4,,311.0,10.5,,1018.7,
2022-03-26,1.5,-4.0,7.0,1.7,,324.0,10.2,,1025.0,
2022-03-27,2.8,-8.1,14.0,0.0,,331.0,7.0,,1028.1,
2022-03-28,7.0,-4.0,18.0,0.0,,29.0,2.1,,1028.2,
2022-03-29,7.9,1.0,15.7,4.6,,349.0,3.6,,1020.2,
2022-03-30,8.1,-2.0,17.0,0.0,,13.0,3.5,,1015.8,
2022-03-31,11.5,3.3,20.0,0.0,,59.0,6.6,,1015.6,
2022-04-01,16.7,10.0,25.0,0.2,,113.0,16.4,,1012.1,
2022-04-02,16.3,9.0,21.5,0.0,,231.0,19.1,,1008.5,
2022-04-03,11.7,4.0,18.0,0.1,,259.0,18.6,,1011.5,
2022-04-04,9.8,-1.0,18.0,0.0,,286.0,7.5,,1017.8,
2022-04-05,10.6,4.0,19.0,1.4,,356.0,4.5,,1012.1,
2022-04-06,10.8,2.0,18.0,0.0,,327.0,4.7,,1012.3,
2022-04-07,9.7,0.0,18.0,10.2,,36.0,8.7,,1008.9,
2022-04-08,11.3,5.0,15.0,3.2,,290.0,12.7,,1008.0,
2022-04-09,12.4,1.0,25.0,0.0,,74.0,10.1,,1012.0,
2022-04-10,15.6,6.8,24.0,0.0,,233.0,8.5,,1008.0,
2022-04-11,8.0,3.0,14.5,2.8,,272.0,18.2,,1007.9,
2022-04-12,4.0,0.0,8.6,1.8,,308.0,15.7,,1018.5,
2022-04-13,2.7,-3.0,9.1,0.0,,333.0,5.3,,1020.6,
2022-04-14,5.0,-5.5,15.0,0.0,,334.0,4.3,,1022.0,
2022-04-15,9.5,-1.7,20.0,0.0,,323.0,4.3,,1020.2,
2022-04-16,11.4,0.8,21.1,0.0,,63.0,6.4,,1016.0,
2022-04-17,10.1,5.4,12.3,6.2,,81.0,8.3,,1010.8,
2022-04-18,11.5,7.0,18.3,1.9,,280.0,14.3,,1004.1,
2022-04-19,7.2,4.6,12.6,1.8,,285.0,9.6,,1009.4,
2022-04-20,7.6,-2.4,16.0,0.0,,321.0,3.6,,1015.9,
2022-04-21,10.0,1.9,18.0,0.0,,316.0,6.6,,1016.7,
2022-04-22,12.1,2.0,21.0,0.0,,66.0,7.8,,1017.7,
2022-04-23,16.2,9.0,25.0,0.2,,98.0,11.2,,1011.6,
2022-04-24,17.2,5.8,27.0,0.0,,317.0,5.4,,1010.9,
2022-04-25,17.3,6.1,28.0,0.0,,321.0,6.6,,1010.0,
2022-04-26,17.4,7.7,25.0,0.0,,293.0,10.0,,1012.0,
2022-04-27,17.9,12.6,25.4,0.0,,275.0,14.0,,1012.9,
2022-04-28,17.2,7.5,26.0,0.3,,298.0,9.6,,1013.7,
2022-04-29,16.4,7.5,27.0,0.6,,313.0,7.5,,1014.7,
2022-04-30,12.2,10.7,16.0,3.7,,281.0,10.8,,1014.8,
2022-05-01,12.8,9.0,19.0,0.0,,317.0,7.9,,1015.4,
2022-05-02,12.6,5.9,19.1,3.0,,63.0,9.2,,1013.3,
2022-05-03,12.6,10.0,19.0,4.5,,301.0,6.7,,1010.5,
2022-05-04,9.7,8.0,13.1,0.2,,283.0,14.9,,1013.9,
2022-05-05,9.3,5.7,13.0,0.0,,320.0,10.0,,1019.0,
2022-05-06,9.6,5.0,14.6,0.0,,299.0,13.8,,1020.5,
2022-05-07,10.0,5.0,16.1,0.0,,312.0,10.0,,1019.4,
2022-05-08,11.7,1.4,21.0,0.0,,320.0,4.2,,1019.8,
2022-05-09,13.0,3.7,21.1,0.0,,322.0,7.5,,1018.1,
2022-05-10,13.4,2.6,22.0,0.0,,357.0,7.4,,1017.5,
2022-05-11,15.0,8.0,21.4,1.1,,284.0,11.7,,1016.9,
2022-05-12,14.3,5.9,22.0,0.0,,304.0,6.3,,1021.1,
2022-05-13,15.4,3.9,24.0,0.0,,75.0,5.1,,1019.8,
2022-05-14,18.4,12.8,24.0,1.7,,311.0,9.3,,1016.0,
2022-05-15,17.8,12.4,24.0,0.0,,300.0,11.7,,1015.9,
2022-05-16,15.5,8.0,22.0,4.4,,342.0,3.9,,1019.2,
2022-05-17,17.0,8.3,24.0,0.1,,325.0,6.0,,1017.3,
2022-05-18,16.6,6.5,26.0,0.0,,320.0,10.6,,1014.3,
2022-05-19,9.8,6.9,14.0,0.1,,320.0,14.9,,1022.2,
2022-05-20,11.3,0.0,20.0,0.0,,36.0,4.4,,1024.3,
2022-05-21,15.0,4.0,25.0,0.0,,57.0,7.6,,1018.9,
2022-05-22,16.9,5.8,26.0,0.0,,327.0,9.1,,1010.2,
2022-05-23,16.4,10.2,22.0,0.1,,301.0,14.7,,1009.3,
2022-05-24,16.1,8.0,23.0,0.0,,314.0,9.7,,1013.9,
2022-05-25,18.1,11.0,25.0,0.0,,300.0,9.6,,1017.7,
2022-05-26,20.8,10.0,29.6,,,304.0,10.2,,1019.6,
2022-05-27,20.9,11.5,28.0,,,318.0,9.0,,1018.5,
2022-05-28,20.5,10.3,28.4,0.0,,304.0,8.0,,1014.1,
2022-05-29,21.2,12.1,31.7,1.2,,42.0,7.3,,1013.1,
2022-05-30,22.5,14.0,31.4,0.0,,57.0,13.7,,1012.0,
2022-05-31,21.9,15.0,29.0,0.0,,284.0,14.5,,1013.8,
2022-06-01,20.8,14.8,29.3,0.1,,280.0,10.1,,1013.9,
2022-06-02,21.8,13.0,30.0,0.5,,330.0,9.0,,1012.4,
2022-06-03,21.3,15.5,27.0,1.0,,288.0,16.0,,1012.4,
2022-06-04,21.5,16.0,28.2,1.1,,287.0,15.0,,1013.3,
2022-06-05,21.8,15.0,29.0,0.0,,297.0,14.1,,1013.1,
2022-06-06,21.1,12.8,28.1,0.4,,287.0,13.4,,1011.9,
2022-06-07,18.3,13.0,24.0,1.3,,279.0,12.2,,1010.8,
2022-06-08,18.4,11.0,25.0,0.7,,306.0,8.8,,1009.7,
2022-06-09,18.5,10.0,27.0,0.4,,284.0,6.1,,1010.6,
2022-06-10,20.6,13.0,28.0,0.0,,16.0,4.9,,1011.7,
2022-06-11,17.5,15.0,21.0,13.2,,353.0,8.8,,1009.6,
2022-06-12,16.4,13.3,20.0,2.8,,306.0,5.8,,1006.2,
2022-06-13,18.7,15.4,22.0,2.2,,300.0,12.1,,1008.7,
2022-06-14,19.7,15.0,25.3,2.2,,322.0,9.3,,1012.0,
2022-06-15,19.6,12.0,26.0,0.7,,358.0,4.1,,1016.7,
2022-06-16,18.8,13.1,25.0,0.7,,331.0,6.6,,1017.6,
2022-06-17,20.0,15.0,26.3,1.6,,292.0,7.5,,1015.6,
2022-06-18,19.7,13.8,26.0,4.9,,298.0,9.1,,1014.1,
2022-06-19,19.5,14.3,25.0,1.6,,313.0,7.7,,1015.4,
2022-06-20,19.9,13.0,28.7,6.6,,338.0,11.3,,1012.4,
2022-06-21,18.9,16.4,22.0,3.0,,296.0,13.6,,1009.8,
2022-06-22,20.5,12.7,26.0,0.4,,310.0,12.4,,1010.8,
2022-06-23,21.1,14.7,27.0,0.3,,302.0,10.3,,1012.2,
2022-06-24,18.2,13.9,22.0,1.1,,316.0,12.6,,1012.9,
2022-06-25,17.6,13.6,22.0,0.9,,287.0,15.5,,1014.1,
2022-06-26,17.5,10.9,22.0,0.0,,308.0,11.6,,1014.7,
2022-06-27,17.6,13.0,21.4,5.8,,291.0,14.5,,1015.2,
2022-06-28,18.3,14.6,23.2,2.0,,311.0,13.0,,1013.0,
2022-06-29,19.1,15.0,23.3,2.0,,318.0,8.7,,1013.1,
2022-06-30,19.4,12.0,26.0,2.5,,348.0,6.6,,1013.0,
2022-07-01,21.5,15.0,28.0,1.0,,317.0,12.2,,1013.6,
2022-07-02,21.8,14.2,29.0,0.0,,330.0,8.3,,1015.6,
2022-07-03,20.9,11.6,29.0,0.0,,344.0,6.9,,1015.7,
2022-07-04,20.4,9.9,29.0,0.0,,10.0,6.5,,1014.4,
2022-07-05,20.9,10.6,30.0,0.0,,319.0,7.7,,1013.1,
2022-07-06,21.3,10.5,30.0,0.0,,333.0,7.0,,1010.7,
2022-07-07,21.7,16.5,28.0,0.3,,295.0,13.7,,1011.0,
2022-07-08,22.0,16.2,28.0,0.0,,308.0,7.8,,1011.7,
2022-07-09,20.4,15.0,27.0,5.0,,337.0,7.2,,1007.7,
2022-07-10,18.6,14.5,23.1,2.3,,308.0,11.6,,1007.7,
2022-07-11,19.5,13.8,26.0,0.0,,317.0,8.5,,1014.1,
2022-07-12,20.1,11.0,28.0,0.2,,324.0,7.2,,1016.1,
2022-07-13,19.4,15.0,24.8,0.0,,284.0,13.1,,1015.3,
2022-07-14,20.4,13.4,28.0,0.0,,302.0,8.6,,1015.3,
2022-07-15,20.4,11.4,28.0,0.0,,305.0,9.4,,1012.8,
2022-07-16,20.9,11.9,28.1,0.0,,299.0,9.4,,1014.3,
2022-07-17,21.3,11.7,29.5,0.0,,330.0,8.9,,1016.7,
2022-07-18,21.0,14.5,26.8,0.0,,358.0,13.1,,1017.9,
2022-07-19,19.4,12.1,27.0,0.0,,307.0,9.5,,1017.6,
2022-07-20,20.0,14.0,26.0,0.0,,284.0,13.1,,1015.9,
2022-07-21,20.3,12.4,28.0,0.0,,301.0,12.3,,1014.6,
2022-07-22,20.6,12.8,27.5,0.0,,306.0,10.3,,1015.7,
2022-07-23,21.7,11.4,29.0,0.0,,325.0,11.2,,1016.8,
2022-07-24,21.2,9.4,30.3,0.0,,335.0,6.6,,1015.2,
2022-07-25,20.9,9.0,31.0,0.0,,328.0,7.0,,1012.8,
2022-07-26,22.7,16.0,30.0,0.0,,296.0,8.4,,1011.5,
2022-07-27,22.5,10.9,32.0,0.0,,343.0,3.5,,1011.0,
2022-07-28,24.2,12.3,35.0,0.0,,7.0,4.0,,1011.7,
2022-07-29,25.2,15.6,35.0,0.0,,338.0,5.4,,1012.4,
2022-07-30,24.2,16.3,33.0,0.0,,271.0,12.7,,1011.5,
2022-07-31,23.8,14.5,31.7,0.0,,297.0,11.5,,1009.3,
2022-08-01,23.2,17.1,29.0,0.0,,304.0,12.1,,1009.7,
2022-08-02,22.6,16.0,29.0,0.0,,295.0,11.5,,1011.5,
2022-08-03,22.6,15.6,30.2,0.0,,308.0,7.7,,1012.6,
2022-08-04,23.3,17.0,31.9,0.2,,290.0,9.9,,1012.7,
2022-08-05,23.5,18.0,30.2,0.1,,285.0,10.6,,1011.8,
2022-08-06,23.1,18.0,31.0,1.3,,287.0,11.8,,1009.1,
2022-08-07,22.6,17.0,29.0,0.0,,320.0,6.1,,1008.3,
2022-08-08,22.4,18.0,30.2,4.9,,317.0,5.0,,1010.6,
2022-08-09,22.9,19.0,29.0,2.5,,292.0,9.8,,1011.2,
2022-08-10,22.4,18.0,27.4,0.3,,292.0,12.8,,1010.6,
2022-08-11,22.2,18.0,27.7,0.0,,308.0,9.4,,1012.2,
2022-08-12,22.2,15.7,30.0,0.0,,290.0,7.6,,1012.9,
2022-08-13,21.5,15.1,31.0,1.8,,354.0,7.6,,1009.8,
2022-08-14,20.8,14.0,30.0,0.1,,342.0,3.4,,1007.3,
2022-08-15,21.0,18.0,26.4,6.2,,321.0,5.8,,1008.0,
2022-08-16,21.2,12.0,29.0,0.0,,340.0,3.7,,1013.2,
2022-08-17,22.9,13.8,31.0,0.0,,336.0,5.3,,1012.0,
2022-08-18,23.3,13.5,31.0,0.0,,313.0,8.4,,1011.6,
2022-08-19,22.6,16.0,28.3,0.0,,302.0,12.1,,1011.3,
2022-08-20,23.0,16.7,31.0,0.0,,299.0,5.8,,1010.4,
2022-08-21,24.1,14.8,33.0,0.0,,352.0,7.0,,1006.9,
2022-08-22,24.1,17.0,32.0,0.2,,339.0,5.5,,1006.9,
2022-08-23,24.3,14.0,34.0,0.0,,9.0,6.1,,1009.5,
2022-08-24,22.8,16.0,32.0,4.0,,327.0,5.4,,1009.2,
2022-08-25,20.0,13.0,27.0,1.0,,297.0,8.9,,1009.8,
2022-08-26,19.3,14.8,28.0,6.5,,323.0,4.6,,1009.6,
2022-08-27,21.0,14.0,29.0,0.1,,322.0,6.2,,1012.2,
2022-08-28,23.0,16.0,30.2,1.7,,288.0,8.6,,1013.6,
2022-08-29,24.0,15.0,33.0,0.0,,10.0,6.7,,1014.5,
2022-08-30,24.4,16.0,33.0,0.0,,325.0,7.1,,1012.4,
2022-08-31,23.4,19.0,30.2,1.6,,277.0,13.1,,1011.7,
2022-09-01,22.6,17.9,29.1,0.5,,276.0,10.5,,1011.2,
2022-09-02,23.3,15.6,31.2,0.0,,287.0,8.4,,1011.7,
2022-09-03,23.7,18.0,30.0,0.1,,277.0,13.5,,1013.4,
2022-09-04,21.6,17.0,27.2,0.0,,304.0,9.4,,1017.9,
2022-09-05,19.2,14.0,26.0,0.2,,311.0,11.4,,1017.2,
2022-09-06,16.9,10.7,24.0,0.0,,299.0,8.0,,1017.5,
2022-09-07,17.0,10.7,22.4,0.0,,353.0,6.8,,1017.9,
2022-09-08,17.3,7.0,26.0,0.0,,358.0,6.1,,1018.6,
2022-09-09,18.5,8.0,28.3,0.0,,22.0,3.2,,1018.1,
2022-09-10,19.7,9.0,31.0,0.0,,330.0,3.2,,1015.8,
2022-09-11,21.4,11.0,31.1,0.0,,309.0,7.1,,1011.8,
2022-09-12,18.9,14.0,25.0,1.8,,299.0,11.6,,1009.1,
2022-09-13,15.7,7.9,22.7,0.0,,303.0,9.5,,1011.6,
2022-09-14,15.1,6.0,24.0,0.0,,332.0,2.7,,1016.3,
2022-09-15,17.3,5.0,30.0,0.0,,354.0,2.9,,1017.0,
2022-09-16,21.7,10.0,33.0,0.0,,339.0,3.9,,1014.0,
2022-09-17,22.9,11.0,35.0,0.0,,350.0,4.1,,1009.6,
2022-09-18,21.5,10.0,33.0,0.0,,297.0,8.9,,1008.6,
2022-09-19,18.7,13.0,25.0,0.0,,260.0,11.0,,1013.1,
2022-09-20,15.8,8.0,23.0,0.0,,295.0,9.7,,1012.9,
2022-09-21,14.7,10.0,21.0,0.0,,272.0,10.0,,1013.1,
2022-09-22,11.3,8.0,15.0,0.0,,269.0,16.2,,1012.9,
2022-09-23,10.7,3.0,18.0,0.0,,298.0,8.5,,1016.6,
2022-09-24,11.6,3.8,18.6,0.0,,282.0,9.5,,1020.1,
2022-09-25,12.0,1.0,24.0,0.0,,28.0,4.7,,1021.2,
2022-09-26,13.8,1.0,28.0,0.0,,30.0,4.6,,1017.9,
2022-09-27,17.7,6.2,29.5,0.0,,239.0,8.2,,1011.7,
2022-09-28,19.3,13.0,24.7,2.2,,245.0,9.1,,1010.6,
2022-09-29,17.5,11.0,27.0,0.4,,62.0,7.6,,1014.2,
2022-09-30,18.3,8.6,28.1,0.0,,331.0,3.1,,1019.0,
2022-10-01,19.3,10.0,30.0,0.0,,305.0,4.2,,1022.3,
2022-10-02,16.8,12.0,27.0,0.8,,351.0,12.6,,1014.1,
2022-10-03,14.4,6.0,21.0,0.0,,285.0,7.7,,1013.7,
2022-10-04,13.2,9.0,18.0,0.5,,280.0,10.8,,1016.5,
2022-10-05,13.0,8.5,19.0,0.0,,290.0,12.1,,1023.0,
2022-10-06,12.8,4.0,20.0,0.1,,19.0,6.0,,1023.1,
2022-10-07,12.1,7.0,15.0,4.2,,338.0,3.0,,1019.6,
2022-10-08,11.6,9.0,14.0,7.1,,263.0,9.2,,1016.6,
